"SETSS/AIS Teacher",1
Setts,2
"SETTS Teacher",3
"SFA Manager ",1
"Site Coordinator",17
"Site Manager",1
SLP,3
SOA,2
"Soccer Coach",5
"Soccer Lead",1
"Soccer Teacher",2
"Social Studies",1
"Social Studies Teach",1
"Social Studies Teacher",3
"Social work",1
"Social Worker",139
"Social Worker for Attendance",1
"Social Worker/Counse",1
"Softball Coach",1
"sp teach",1
"Sp. Ed. Teacher",6
"Sp.Ed Teacher",1
Spaa,1
"Spanish Teacher",3
"Spc. Projects Coord.",1
"Spec Ed Coordinator",1
"spec ed tchr",1
"Spec. Ed Teacher",1
"Spec. Ed. Teacher",1
"Special Ed",1
"Special Ed Community Coordinator",1
"Special Ed Liaison",1
"Special Ed liason",2
"Special ed teacher",16
"Special Ed Teacher CSE 3",1
"Special Ed. Coordinator Teacher",1
"Special Ed. Teacher ",3
"Special Ed.Teacher.",1
"Special Education",5
"Special Education Coach",2
"Special Education Coordinator",3
"Special Education Te",3
"Special Education Teacher",15
"Special Education Teacher CSE 3",1
"Special Instructional Liaison ",1
"Special Officer",13
"Special Officer (Sgt)",2
"Special Population Manager",1
"Special Populations",1
"Special Program manager",1
"Special Programs Manager",1
"Special Projects Assistant",2
"Special Projects Associate",2
"Special Projects Manager",5
"Special Projects Mgr",1
"SPECIAL SEC TEACHER - PER SESS",1
Specialist,1
"Specialized Student Support Lead",1
"sped ",2
"SPED 7-12 Teacher",1
"Sped Coord.",1
"Sped Coordinator",3
"Sped Teacher",9
"Sped Teacher- Math",1
Speech,14
"Speech Language Therapist",2
"Speech Pathologist",4
"Speech provider",1
"Speech Teacher",60
"Speech Therapist",24
"Speech-Language Path",1
"Sports Coach",1
"Sports Teacher",1
"Spport Staff",1
"Sprint Associate",1
"Sr Occupational Therapist",3
"Sr Operations Associate",1
"Sr. Office Coordinator",1
"Sr. Physical Therapi",1
"Sr. PT",1
SSA,1044
"SSA 1",12
"SSA 2",1
"SSA 3",17
"SSA AGent",2
"SSA BKLYN NORTH",2
"SSA BKLYN SOUTH",3
"SSA BX EAST",2
"SSA BX WEST",3
"SSA DOE Employee",2
"SSA I",327
"SSA II",4
"SSA III",48
"SSA MN NORTH",2
"SSA MN SOUTH",1
"SSA QNS NORTH",1
"SSA SI",1
SSA-1,53
SSA-3,12
SSA-I,17
SSA-III,2
SSA1,29
SSA3,10
SSAI,1
SSAIII,3
SSD,1
SSD/NYPD,1
SSM,3
SSS,17
SSSL,1
SST,1
staff,10
"Staff Aide",1
"Staff Developer",5
"Staff Nurse",4
"Staff RN",1
STAFFANALYST,1
"Stakeholder Engagement",1
"STEM Teacher",2
"STEP Teacher",1
STH,2
"STH Community Associate",1
"STH Community Coordinator",4
"STH Coordinator ",5
"STH Social Worker ",1
"Student & Family Affairs Manager",1
"Student Advocate",2
"Student Affairs",1
"Student Affairs Associate",1
"STUDENT LIFE COORDINATOR",1
"Student Life Team ",2
"Student Recruitment and Engagement Coordinator ",1
"Student Serves Manag",1
"Student Service Coordinator",1
"Student Service Manager",1
"Student Service Manager (OPS) ",1
"Student Service-Admn",2
"Student Services",2
"Student Services Coordinator",1
"Student Services Manager",15
"Student support",1
"student support intervention coordinator",1
"Student Support Services Coordiantor",1
"Stunt Coach",1
Sub,8
"Sub Para",4
"Sub paraprofessional",4
"Sub School Aide",1
"Sub Teacher",4
Sub-Para,1
sub-teacher,3
Sub/Coach,1
"SUBST ABUSE PREV&INTER SP",3
"Substance Abuse Prevention",1
substitute,1
"SUBSTITUTE  TEACHER",1
"Substitute Teacheer",1
"Substitute Teacher",10
"Sup of Eec Installation & Maintenance",1
"Sup of Elec Installation & Maintenance",1
"Sup of Elec Installment & Maintenance",1
"Sup of Electronic Installation & Mainten",1
"sup. school aide",3
"Super. School Aide",1
"supervising aide",2
"Supervising school a",3
"Supervising School Aide",2
Supervisor,1
"Supervisor of Psychologists",1
"Supervisor of School Security",1
"Supervisor Schoolaid",1
"Supervisory school aide",1
Support,1
"Support Services",1
"Support Staff",1
"Support team",1
"Supporting PE",1
"Suprv School Aide",1
"SUPV OF SCHOOL SEC (UFT)",8
"Supv School Aide",2
"Supv. of School Secu",1
sw,3
"Swim Coach",1
"Swimming Coach",1
T.A.,5
TA,5
"Taekwondo Teacher",2
TBP,2
teacer,2
Teach/coach,1
Teache,1
Teachee,1
TEACHER,6709
"Teacher - 4th Grade",1
"Teacher - Coach",3
"TEACHER - F STATUS",8
"Teacher - Math",1
"TEACHER - PER DIEM",1
"TEACHER - PER SESSION",1
"TEACHER - REG SUB",7
"Teacher -asst coach ",1
"Teacher / AED Admin",1
"Teacher / Coach",50
"Teacher /coach ",2
"teacher ?coach",1
"Teacher aide",1
"teacher and coach",5
"Teacher and Varsity ",1
"Teacher Assigned",2
"TEACHER ASSIGNED A",22
"TEACHER ASSIGNED A - REG SUB",2
"TEACHER ASSIGNED B",1
"TEACHER ASSIGNED B - REG SUB",1
"Teacher Assistant",19
"TEACHER ASSISTANT - REG SUB",12
"Teacher Assistant-REG Sub",1
"teacher asst",1
"Teacher Asst - K",1
"TEACHER ATTENDANCE",1
"TEACHER BILINGUAL",2
"Teacher Coach",4
"Teacher Development Specialist",1
"Teacher Equity Lead",1
"Teacher in Residence",1
"teacher of speech improvement",1
"Teacher PE",2
"TEACHER RESOURCE ROOM",2
"Teacher Special Ed",3
"TEACHER SPECIAL ED - REG SUB",1
"TEACHER SPECIAL EDUCATION",465
"TEACHER SPECIAL EDUCATION/COACH",10
"Teacher Speech",2
"TEACHER SPEECH IMPROVEMENT ",5
"TEACHER SPEECH IMPROVEMENT -PS",97
"TEACHER TEACHER IN CHARGE",3
"TEACHER TRAINER",1
"TEACHER VOCATIONAL",2
"teacher \ coach",1
"teacher's assistant",4
"Teacher's Asst - 1st",1
Teacher(PE),1
"Teacher, Admin",1
"Teacher, Cheer Coach",1
"teacher, coach",5
"teacher, coach, AD",2
"Teacher- Physical Ed",1
Teacher-Attendance,1
Teacher-Coach,1
"Teacher-Spec. Educ ",1
Teacher-Validated,1
"Teacher/ AD",1
"Teacher/ Coach",7
"Teacher/ Dean",1
"Teacher/Athletic Dir",1
"Teacher/Athletic Director",2
"Teacher/Cafeteria Leader",1
Teacher/Coach,391
Teacher/Coach/Dean,1
Teacher/Dean,7
Teacher/Dean/Coach,1
"Teacher/Head Coach",1
"teacher/psal coach",3
Teacher/Sub,2
"Teacherâ€™s Asst",1
Teachers,1
"Teachers Assistant",7
"Teacher’s Assistant ",1
"Teaching Assistant",13
"Teaching Assitant",1
"Teaching Asst. ",2
Teahcer,2
Teaher,1
tecaher,1
Tech,3
"Tech Assistant ",1
"Tech Associate",1
"Tech Manager",1
"TECH SUPP AIDE",1
"Tech team ",1
Techer,1
Technology,1
"Technology Coordinator",1
"Technology Teacher",1
Telecom,1
"Telecom Associate",1
"Telecomm Assoc",1
"Temporary Housing Coordinator",1
"Temporary Housing Liaison",1
"Testing Coordinator",3
Therapist,6
"Therapist (Q831)",1
"Title 1 Coordinator",1
"Title 1 Teacher",1
"TKD Coach",1
TR,1
"track coach",3
"TRAINING UNIT",2
"Tranportation Liasion",1
Transportation,1
"Transportation Coordinator",2
"Transportation Liaison",2
Tutor,1
UC,1
"UFT Paraprofessional",5
"UFT Representative ",1
"ULIT Coach",3
"Unit Coordinator ",12
"Unit Teacher",4
"University Lit Coach",1
UNKNOWN,13
"UPK Asst Teacher",1
"UPK Teacher Assistan",1
"Varsity Baseball Coa",1
"Vice Principal",2
"Volleyball Coach",5
VP,6
"WBL Coordinator",1
"Wrestling coach",2
x,198
xx,1
"Youth Advocate",1
"youth development specialist",2
