City,ContactPerson,CPTelephone,Floor,NumberAEDs,Person,PersonTrained,State,StreetAddress,Telephone,Zip
Flushing,"Wanda Nix",718-575-5580,"PSAL ",1,45,"Emergency Skills",NY,"149-11 Melbourne Avenue",718-575-5580,11367
Flushing,"Wanda Nix",718-575-5580,"MAIN ENTRANCE BY SCHOOL SAFETY",1,45,"Emergency Skills",NY,"149-11 Melbourne Avenue",718-575-5580,11367
Flushing,"Wanda Nix",718-575-5580,"PSAL - Also carried to Queens Coll.",1,45,"Emergency Skills",NY,"149-11 Melbourne Avenue",718-575-5580,11367
Flushing,"Wanda Nix",718-575-5580,"PSAL- ",1,45,"Emergency Skills",NY,"149-11 Melbourne Avenue",718-575-5580,11367
Flushing,"Wanda Nix",718-575-5580,"4TH FLOOR  RM 437",1,45,"Emergency Skills",NY,"149-11 Melbourne Avenue",718-575-5580,11367
Flushing,"Wanda Nix",718-575-5580,"6TH FLOOR RM 639",1,45,"Emergency Skills",NY,"149-11 Melbourne Avenue",718-575-5580,11367
Flushing,"Wanda Nix",718-575-5580,PSAL,1,45,"Emergency Skills",NY,"149-11 Melbourne Avenue",718-575-5580,11367
Flushing,"Wanda Nix",718-575-5580,PSAL,1,45,"Emergency Skills",NY,"149-11 Melbourne Avenue",718-575-5580,11367
Flushing,"Wanda Nix",718-575-5580,PSAL,1,45,"Emergency Skills",NY,"149-11 Melbourne Avenue",718-575-5580,11367
Flushing,"Wanda Nix",718-575-5580,PSAL-,1,45,"Emergency Skills",NY,"149-11 Melbourne Avenue",718-575-5580,11367
Flushing,"Wanda Nix",718-575-5580,PSAL-,1,45,"Emergency Skills",NY,"149-11 Melbourne Avenue",718-575-5580,11367
Flushing,"Wanda Nix",718-575-5580,PSAL-,1,45,"Emergency Skills",NY,"149-11 Melbourne Avenue",718-575-5580,11367
Flushing,"Wanda Nix",718-575-5580,"PSAL ",1,45,"Emergency Skills",NY,"149-11 Melbourne Avenue",718-575-5580,11367
Flushing,"Wanda Nix",718-575-5580,"PSAL ",1,45,"Emergency Skills",NY,"149-11 Melbourne Avenue",718-575-5580,11367
"NEW YORK","MARTHA SINGER","212 312 4800","2nd Floor Near Security Desk",1,72,"Emergency Skills",NY,"345 Chambers Street",212-312-4800,10282
"NEW YORK","MARTHA SINGER","212 312 4800",PSAL,1,72,"Emergency Skills",NY,"345 Chambers Street",212-312-4800,10282
"NEW YORK","MARTHA SINGER","212 312 4800","PSAL ",1,72,"Emergency Skills",NY,"345 Chambers Street",212-312-4800,10282
"NEW YORK","MARTHA SINGER","212 312 4800","7TH FLOOR ELEVATOR BANK",1,72,"Emergency Skills",NY,"345 Chambers Street",212-312-4800,10282
"NEW YORK","MARTHA SINGER","212 312 4800","9TH FLOOR ELEVATOR BANK",1,72,"Emergency Skills",NY,"345 Chambers Street",212-312-4800,10282
"NEW YORK","MARTHA SINGER","212 312 4800","3RD FLOOR ELEVATOR BANK",1,72,"Emergency Skills",NY,"345 Chambers Street",212-312-4800,10282
"NEW YORK","MARTHA SINGER","212 312 4800","Lobby - First Floor Main Entr.",1,72,"Emergency Skills",NY,"345 Chambers Street",212-312-4800,10282
"NEW YORK","MARTHA SINGER","212 312 4800",PSAL,1,72,"Emergency Skills",NY,"345 Chambers Street",212-312-4800,10282
"NEW YORK","MARTHA SINGER","212 312 4800",PSAL,1,72,"Emergency Skills",NY,"345 Chambers Street",212-312-4800,10282
"NEW YORK","MARTHA SINGER","212 312 4800",PSAL,1,72,"Emergency Skills",NY,"345 Chambers Street",212-312-4800,10282
"NEW YORK","MARTHA SINGER","212 312 4800",PSAL,1,72,"Emergency Skills",NY,"345 Chambers Street",212-312-4800,10282
"NEW YORK","MARTHA SINGER","212 312 4800",PSAL,1,72,"Emergency Skills",NY,"345 Chambers Street",212-312-4800,10282
"NEW YORK","MARTHA SINGER","212 312 4800",PSAL,1,72,"Emergency Skills",NY,"345 Chambers Street",212-312-4800,10282
"NEW YORK","MARTHA SINGER","212 312 4800",PSAL,1,72,"Emergency Skills",NY,"345 Chambers Street",212-312-4800,10282
"NEW YORK","MARTHA SINGER","212 312 4800",PSAL,1,72,"Emergency Skills",NY,"345 Chambers Street",212-312-4800,10282
"NEW YORK","MARTHA SINGER","212 312 4800","5TH FLOOT NEAR ELEVATOR",1,72,"Emergency Skills",NY,"345 Chambers Street",212-312-4800,10282
"NEW YORK","MARTHA SINGER","212 312 4800",PSAL,1,72,"Emergency Skills",NY,"345 Chambers Street",212-312-4800,10282
"NEW YORK","MARTHA SINGER","212 312 4800","PSAL ",1,72,"Emergency Skills",NY,"345 Chambers Street",212-312-4800,10282
"NEW YORK","MARTHA SINGER","212 312 4800",PSAL,1,72,"Emergency Skills",NY,"345 Chambers Street",212-312-4800,10282
"NEW YORK","MARTHA SINGER","212 312 4800","PSAL- ",1,72,"Emergency Skills",NY,"345 Chambers Street",212-312-4800,10282
"NEW YORK","MARTHA SINGER","212 312 4800",PSAL,1,72,"Emergency Skills",NY,"345 Chambers Street",212-312-4800,10282
"NEW YORK","MARTHA SINGER","212 312 4800","PSAL ",1,72,"Emergency Skills",NY,"345 Chambers Street",212-312-4800,10282
"NEW YORK","MARTHA SINGER","212 312 4800","5th FLOOR ELEVATOR BANK",1,72,"Emergency Skills",NY,"345 Chambers Street",212-312-4800,10282
"NEW YORK","MARTHA SINGER","212 312 4800",PSAL,1,72,"Emergency Skills",NY,"345 Chambers Street",212-312-4800,10282
"NEW YORK","MARTHA SINGER","212 312 4800",PSAL,1,72,"Emergency Skills",NY,"345 Chambers Street",212-312-4800,10282
"NEW YORK","MARTHA SINGER","212 312 4800",PSAL,1,72,"Emergency Skills",NY,"345 Chambers Street",212-312-4800,10282
"NEW YORK","Sami Abbassi",917-441-5601,"PSAL- ",1,36,"Emergency Skills",NY,"145 West 84 Street",917-441-5600,10024
"NEW YORK","Sami Abbassi",917-441-5601,PSAL,1,36,"Emergency Skills",NY,"145 West 84 Street",917-441-5600,10024
"NEW YORK","Sami Abbassi",917-441-5601,PSAL,1,36,"Emergency Skills",NY,"145 West 84 Street",917-441-5600,10024
"NEW YORK","Sami Abbassi",917-441-5601,PSAL,1,36,"Emergency Skills",NY,"145 West 84 Street",917-441-5600,10024
"NEW YORK","Sami Abbassi",917-441-5601,PSAL,1,36,"Emergency Skills",NY,"145 West 84 Street",917-441-5600,10024
"NEW YORK","Sami Abbassi",917-441-5601,"PSAL ",1,36,"Emergency Skills",NY,"145 West 84 Street",917-441-5600,10024
"NEW YORK","Sami Abbassi",917-441-5601,"PSAL- ",1,36,"Emergency Skills",NY,"145 West 84 Street",917-441-5600,10024
"NEW YORK","Sami Abbassi",917-441-5601,"PSAL- ",1,36,"Emergency Skills",NY,"145 West 84 Street",917-441-5600,10024
"NEW YORK","Sami Abbassi",917-441-5601,"PSAL- ",1,36,"Emergency Skills",NY,"145 West 84 Street",917-441-5600,10024
"NEW YORK","Sami Abbassi",917-441-5601,"MAIN ENTRANCE - 1st Floor",1,36,"Emergency Skills",NY,"145 West 84 Street",917-441-5600,10024
"NEW YORK","Sami Abbassi",917-441-5601,"3rd Floor, Rm 321T",1,36,"Emergency Skills",NY,"145 West 84 Street",917-441-5600,10024
"NEW YORK","Sami Abbassi",917-441-5601,"PSAL- ",1,36,"Emergency Skills",NY,"145 West 84 Street",917-441-5600,10024
"NEW YORK","Sami Abbassi",917-441-5601,"PSAL- ",1,36,"Emergency Skills",NY,"145 West 84 Street",917-441-5600,10024
Brooklyn,"Barbara Vellucci","(718) 748-1537","PSAL- ",1,72,"Emergency Skills",NY,"8301 Shore Road",718-748-1537,11209
Brooklyn,"Barbara Vellucci","(718) 748-1537","PSAL- ",1,72,"Emergency Skills",NY,"8301 Shore Road",718-748-1537,11209
Brooklyn,"Barbara Vellucci","(718) 748-1537",PSAL-,1,72,"Emergency Skills",NY,"8301 Shore Road",718-748-1537,11209
Brooklyn,"Barbara Vellucci","(718) 748-1537","OUTSIDE 836",1,72,"Emergency Skills",NY,"8301 Shore Road",718-748-1537,11209
Brooklyn,"Barbara Vellucci","(718) 748-1537","K-490 85 St. Rm 858 *By Water Fountain",1,72,"Emergency Skills",NY,"8301 Shore Road",718-748-1537,11209
Brooklyn,"Barbara Vellucci","(718) 748-1537","PSAL- ",1,72,"Emergency Skills",NY,"8301 Shore Road",718-748-1537,11209
Brooklyn,"Barbara Vellucci","(718) 748-1537","PSAL- ",1,72,"Emergency Skills",NY,"8301 Shore Road",718-748-1537,11209
Brooklyn,"Barbara Vellucci","(718) 748-1537",Cafeteria,1,72,"Emergency Skills",NY,"8301 Shore Road",718-748-1537,11209
Brooklyn,"Barbara Vellucci","(718) 748-1537","Room 239",1,72,"Emergency Skills",NY,"8301 Shore Road",718-748-1537,11209
Brooklyn,"Barbara Vellucci","(718) 748-1537","PSAL- ",1,72,"Emergency Skills",NY,"8301 Shore Road",718-748-1537,11209
Brooklyn,"Barbara Vellucci","(718) 748-1537","PSAL- ",1,72,"Emergency Skills",NY,"8301 Shore Road",718-748-1537,11209
Brooklyn,"Barbara Vellucci","(718) 748-1537","PSAL- ",1,72,"Emergency Skills",NY,"8301 Shore Road",718-748-1537,11209
Brooklyn,"Barbara Vellucci","(718) 748-1537","PSAL- ",1,72,"Emergency Skills",NY,"8301 Shore Road",718-748-1537,11209
Brooklyn,"Barbara Vellucci","(718) 748-1537","PSAL- ",1,72,"Emergency Skills",NY,"8301 Shore Road",718-748-1537,11209
Brooklyn,"Barbara Vellucci","(718) 748-1537","PSAL ",1,72,"Emergency Skills",NY,"8301 Shore Road",718-748-1537,11209
Brooklyn,"Barbara Vellucci","(718) 748-1537","PSAL ",1,72,"Emergency Skills",NY,"8301 Shore Road",718-748-1537,11209
Brooklyn,"Barbara Vellucci","(718) 748-1537","Outside Room 838",1,72,"Emergency Skills",NY,"8301 Shore Road",718-748-1537,11209
Brooklyn,"Barbara Vellucci","(718) 748-1537","Rm 319",1,72,"Emergency Skills",NY,"8301 Shore Road",718-748-1537,11209
Brooklyn,"Barbara Vellucci","(718) 748-1537",PSAL,1,72,"Emergency Skills",NY,"8301 Shore Road",718-748-1537,11209
Brooklyn,"Barbara Vellucci","(718) 748-1537","Main Lobby",1,72,"Emergency Skills",NY,"8301 Shore Road",718-748-1537,11209
Brooklyn,"Neil Griffenberg",718-332-2003,"OUTSIDE ROOM 217",1,62,"Emergency Skills",NY,"3000 Avenue X",718-332-2003,11235
Brooklyn,"Neil Griffenberg",718-332-2003,"MAIN ENTRANCE",1,62,"Emergency Skills",NY,"3000 Avenue X",718-332-2003,11235
Brooklyn,"Neil Griffenberg",718-332-2003,"Room 317",1,62,"Emergency Skills",NY,"3000 Avenue X",718-332-2003,11235
Brooklyn,"Neil Griffenberg",718-332-2003,PSAL,1,62,"Emergency Skills",NY,"3000 Avenue X",718-332-2003,11235
Brooklyn,"Neil Griffenberg",718-332-2003,Hallway,1,62,"Emergency Skills",NY,"3000 Avenue X",718-332-2003,11235
Brooklyn,"Neil Griffenberg",718-332-2003,PSAL,1,62,"Emergency Skills",NY,"3000 Avenue X",718-332-2003,11235
Brooklyn,"Neil Griffenberg",718-332-2003,PSAL,1,62,"Emergency Skills",NY,"3000 Avenue X",718-332-2003,11235
Brooklyn,"Neil Griffenberg",718-332-2003,PSAL,1,62,"Emergency Skills",NY,"3000 Avenue X",718-332-2003,11235
Brooklyn,"Neil Griffenberg",718-332-2003,PSAL,1,62,"Emergency Skills",NY,"3000 Avenue X",718-332-2003,11235
Brooklyn,"Neil Griffenberg",718-332-2003,"PSAL ",1,62,"Emergency Skills",NY,"3000 Avenue X",718-332-2003,11235
Brooklyn,"Neil Griffenberg",718-332-2003,"PSAL ",1,62,"Emergency Skills",NY,"3000 Avenue X",718-332-2003,11235
Brooklyn,"Neil Griffenberg",718-332-2003,"PSAL ",1,62,"Emergency Skills",NY,"3000 Avenue X",718-332-2003,11235
Brooklyn,"Neil Griffenberg",718-332-2003,"PSAL- ",1,62,"Emergency Skills",NY,"3000 Avenue X",718-332-2003,11235
Brooklyn,"Neil Griffenberg",718-332-2003,"PSAL ",1,62,"Emergency Skills",NY,"3000 Avenue X",718-332-2003,11235
Brooklyn,"Neil Griffenberg",718-332-2003,"PSAL- ",1,62,"Emergency Skills",NY,"3000 Avenue X",718-332-2003,11235
Brooklyn,"Neil Griffenberg",718-332-2003,"PSAL ",1,62,"Emergency Skills",NY,"3000 Avenue X",718-332-2003,11235
Brooklyn,"Neil Griffenberg",718-332-2003,"PSAL ",1,62,"Emergency Skills",NY,"3000 Avenue X",718-332-2003,11235
Brooklyn,"Neil Griffenberg",718-332-2003,,1,62,"Emergency Skills",NY,"3000 Avenue X",718-332-2003,11235
"New York","David Aronson",212-262-8113,"3rd Floor Near Elevator",1,38,"Emergency Skills","New York","444 W. 56th Street",212-262-8113,10019
"New York","David Aronson",212-262-8113,"5th Floor Near Elevator",1,38,"Emergency Skills","New York","444 W. 56th Street",212-262-8113,10019
"New York","David Aronson",212-262-8113,"4th Floor Near Elevator",1,38,"Emergency Skills","New York","444 W. 56th Street",212-262-8113,10019
"New York","David Aronson",212-262-8113,PSAL,1,38,"Emergency Skills","New York","444 W. 56th Street",212-262-8113,10019
"New York","David Aronson",212-262-8113,"PSAL  COACH",1,38,"Emergency Skills","New York","444 W. 56th Street",212-262-8113,10019
"New York","David Aronson",212-262-8113,PSAL,1,38,"Emergency Skills","New York","444 W. 56th Street",212-262-8113,10019
"New York","David Aronson",212-262-8113,"Nurses Office/PSAL",1,38,"Emergency Skills","New York","444 W. 56th Street",212-262-8113,10019
"New York","David Aronson",212-262-8113,"Main Desk - 2nd Floor",1,38,"Emergency Skills","New York","444 W. 56th Street",212-262-8113,10019
"New York","David Aronson",212-262-8113,PSAL,1,38,"Emergency Skills","New York","444 W. 56th Street",212-262-8113,10019
"New York","David Aronson",212-262-8113,"PSAL ",1,38,"Emergency Skills","New York","444 W. 56th Street",212-262-8113,10019
"New York","David Aronson",212-262-8113,PSAL,1,38,"Emergency Skills","New York","444 W. 56th Street",212-262-8113,10019
"New York","David Aronson",212-262-8113,PSAL,1,38,"Emergency Skills","New York","444 W. 56th Street",212-262-8113,10019
"New York","David Aronson",212-262-8113,PSAL,1,38,"Emergency Skills","New York","444 W. 56th Street",212-262-8113,10019
Bayside," Joe Capuana","718 229 7600   1501",PSAL,1,41,"Emergency Skills",NY,"32-24 CORPORAL KENNEDY STREET",718-229-7600,11361
Bayside," Joe Capuana","718 229 7600   1501",PSAL,1,41,"Emergency Skills",NY,"32-24 CORPORAL KENNEDY STREET",718-229-7600,11361
Bayside," Joe Capuana","718 229 7600   1501",PSAL,1,41,"Emergency Skills",NY,"32-24 CORPORAL KENNEDY STREET",718-229-7600,11361
Bayside," Joe Capuana","718 229 7600   1501","PSAL ",1,41,"Emergency Skills",NY,"32-24 CORPORAL KENNEDY STREET",718-229-7600,11361
Bayside," Joe Capuana","718 229 7600   1501","PSAL ",1,41,"Emergency Skills",NY,"32-24 CORPORAL KENNEDY STREET",718-229-7600,11361
Bayside," Joe Capuana","718 229 7600   1501","PSAL ",1,41,"Emergency Skills",NY,"32-24 CORPORAL KENNEDY STREET",718-229-7600,11361
Bayside," Joe Capuana","718 229 7600   1501","PSAL ",1,41,"Emergency Skills",NY,"32-24 CORPORAL KENNEDY STREET",718-229-7600,11361
Bayside," Joe Capuana","718 229 7600   1501","PSAL ",1,41,"Emergency Skills",NY,"32-24 CORPORAL KENNEDY STREET",718-229-7600,11361
Bayside," Joe Capuana","718 229 7600   1501","PSAL ",1,41,"Emergency Skills",NY,"32-24 CORPORAL KENNEDY STREET",718-229-7600,11361
Bayside," Joe Capuana","718 229 7600   1501","PSAL ",1,41,"Emergency Skills",NY,"32-24 CORPORAL KENNEDY STREET",718-229-7600,11361
